Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam
gene-SAOUHSC_02478	NC_007795.1	2299739	2300176	-	438	129	23	21	33	32	78	77	57	59	45	48	1036
gene-SAOUHSC_02480	NC_007795.1	2300416	2301219	-	804	398	73	69	156	153	122	120	255	234	294	268	1188
gene-SAOUHSC_02481	NC_007795.1	2301224	2302030	-	807	69	43	32	55	59	18	13	76	41	87	82	306
gene-SAOUHSC_02482	NC_007795.1	2302020	2302880	-	861	245	33	38	46	39	59	64	178	175	114	110	932
gene-SAOUHSC_02483	NC_007795.1	2302877	2303686	-	810	218	34	43	52	46	24	42	55	89	77	106	157
gene-SAOUHSC_02484	NC_007795.1	2304224	2304592	-	369	253	103	97	354	341	323	312	252	240	165	142	1774
gene-SAOUHSC_02485	NC_007795.1	2304609	2305553	-	945	1310	213	178	404	361	1396	1057	1100	767	680	517	3298
gene-SAOUHSC_02486	NC_007795.1	2305628	2306017	-	390	789	39	95	141	238	180	725	121	597	76	345	705
gene-SAOUHSC_02487	NC_007795.1	2306041	2306406	-	366	329	44	44	123	129	220	218	212	212	127	126	1001
gene-SAOUHSC_02488	NC_007795.1	2306429	2306542	-	114	0	0	0	5	3	3	0	0	0	0	0	4
gene-SAOUHSC_02489	NC_007795.1	2306574	2306792	-	219	52	14	11	36	26	36	31	42	30	27	21	109
gene-SAOUHSC_02490	NC_007795.1	2306985	2307632	-	648	740	147	128	534	389	770	556	449	438	317	293	2277
gene-SAOUHSC_02491	NC_007795.1	2307649	2308941	-	1293	3426	1000	969	3769	3624	4739	4610	3123	2982	2413	2302	12012
gene-SAOUHSC_02492	NC_007795.1	2308941	2309381	-	441	559	72	80	205	234	479	504	409	441	281	293	822
gene-SAOUHSC_02493	NC_007795.1	2309398	2309577	-	180	81	44	31	27	25	142	64	215	93	165	66	758
gene-SAOUHSC_02494	NC_007795.1	2309594	2310094	-	501	517	36	49	148	150	431	481	320	412	210	308	1033
gene-SAOUHSC_02495	NC_007795.1	2310115	2310474	-	360	110	4	0	67	61	102	97	70	59	71	58	380
gene-SAOUHSC_02496	NC_007795.1	2310505	2311041	-	537	195	52	46	114	129	98	119	138	160	91	120	497
gene-SAOUHSC_02498	NC_007795.1	2311066	2311464	-	399	90	18	23	14	14	71	69	57	55	47	52	376
gene-SAOUHSC_02499	NC_007795.1	2311496	2311681	-	186	108	9	9	8	9	76	75	60	60	61	61	192
gene-SAOUHSC_02500	NC_007795.1	2311704	2312243	-	540	196	22	22	59	58	123	133	152	158	140	153	464
gene-SAOUHSC_02501	NC_007795.1	2312270	2312587	-	318	65	16	17	18	10	27	29	55	41	28	27	207
gene-SAOUHSC_02502	NC_007795.1	2312623	2312991	-	369	566	67	65	210	208	458	457	330	337	245	237	870
gene-SAOUHSC_02503	NC_007795.1	2313023	2313286	-	264	21	7	11	12	17	19	14	28	26	29	28	70
gene-SAOUHSC_02504	NC_007795.1	2313310	2313519	-	210	16	4	5	22	22	21	21	30	32	16	21	47
gene-SAOUHSC_02505	NC_007795.1	2313509	2313943	-	435	172	21	22	18	33	155	142	109	113	73	76	379
gene-SAOUHSC_02506	NC_007795.1	2313946	2314599	-	654	345	66	67	127	127	260	280	201	214	127	138	884
gene-SAOUHSC_02507	NC_007795.1	2314623	2314976	-	354	244	48	48	126	126	156	155	134	131	102	101	897
gene-SAOUHSC_02508	NC_007795.1	2315005	2315283	-	279	13	0	0	0	2	1	2	5	5	7	5	26
gene-SAOUHSC_02509	NC_007795.1	2315350	2316183	-	834	1080	111	110	227	224	739	733	532	533	394	389	1603
gene-SAOUHSC_02510	NC_007795.1	2316216	2316491	-	276	56	2	0	33	15	80	37	82	13	50	19	260
gene-SAOUHSC_02511	NC_007795.1	2316491	2317114	-	624	727	87	85	111	134	537	567	607	620	436	445	1090
gene-SAOUHSC_02512	NC_007795.1	2317141	2317803	-	663	438	44	45	94	94	356	354	256	257	151	150	835
gene-SAOUHSC_02512a	NC_007795.1	2317831	2318139	-	309	93	2	2	30	30	109	115	72	72	71	72	387
gene-SAOUHSC_02515	NC_007795.1	2318496	2318885	+	390	103	407	407	574	573	319	315	649	643	610	606	3
gene-SAOUHSC_02516	NC_007795.1	2319077	2320255	-	1179	64	54	45	66	55	33	29	72	61	28	24	186
gene-SAOUHSC_02517	NC_007795.1	2320524	2322659	-	2136	109	40	55	134	141	55	60	97	123	86	136	367
gene-SAOUHSC_02518	NC_007795.1	2322685	2322780	-	96	2	0	0	0	0	0	0	1	1	0	0	0
gene-SAOUHSC_02519	NC_007795.1	2322846	2323733	+	888	9	5	6	22	21	1	1	15	16	3	4	10
gene-SAOUHSC_02520	NC_007795.1	2323914	2324777	+	864	12	4	3	50	50	14	13	3	11	7	9	111
gene-SAOUHSC_02521	NC_007795.1	2324894	2325025	-	132	5	0	0	12	0	0	0	4	4	3	0	12
gene-SAOUHSC_02522	NC_007795.1	2325196	2326086	-	891	5	1	3	25	26	2	3	3	3	1	1	42
gene-SAOUHSC_02523	NC_007795.1	2326237	2326401	+	165	2	4	6	4	9	0	7	0	4	0	1	3
gene-SAOUHSC_02524	NC_007795.1	2326646	2326963	+	318	0	2	2	5	4	0	0	0	0	1	2	0
gene-SAOUHSC_02525	NC_007795.1	2327150	2330317	-	3168	371	72	77	228	228	92	92	288	292	128	138	741
gene-SAOUHSC_02527	NC_007795.1	2330434	2331699	-	1266	26	0	0	37	38	11	13	6	6	14	13	22
gene-SAOUHSC_02528	NC_007795.1	2332088	2332339	+	252	0	1	1	12	12	0	0	0	0	5	7	4
gene-SAOUHSC_02529	NC_007795.1	2332331	2333095	-	765	4	4	5	23	19	3	4	4	6	7	9	5
gene-SAOUHSC_02530	NC_007795.1	2333257	2333697	+	441	1	1	0	5	4	2	2	1	0	1	1	4
gene-SAOUHSC_02531	NC_007795.1	2333690	2334901	+	1212	8	0	1	4	4	9	7	2	2	6	5	28
gene-SAOUHSC_02532	NC_007795.1	2335005	2335355	-	351	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02533	NC_007795.1	2335481	2335651	+	171	0	3	0	2	2	0	1	3	0	2	1	0
gene-SAOUHSC_02534	NC_007795.1	2335708	2335851	-	144	18	0	0	0	0	58	14	14	4	1	3	7
gene-SAOUHSC_02535	NC_007795.1	2335823	2335942	-	120	21	1	1	0	0	8	0	8	5	1	3	10
gene-SAOUHSC_02536	NC_007795.1	2336046	2337068	-	1023	188	92	94	362	370	53	62	107	99	188	172	292
gene-SAOUHSC_02537	NC_007795.1	2337088	2337687	-	600	206	50	51	106	135	59	59	122	125	196	197	88
gene-SAOUHSC_02538	NC_007795.1	2337694	2337927	-	234	17	6	6	2	8	5	5	14	14	34	17	13
gene-SAOUHSC_02540	NC_007795.1	2337933	2338379	-	447	31	22	22	8	9	22	22	64	66	34	35	38
gene-SAOUHSC_02541	NC_007795.1	2338393	2338878	-	486	28	8	5	3	4	28	21	41	24	36	36	126
gene-SAOUHSC_02542	NC_007795.1	2338875	2340134	-	1260	287	110	104	100	96	330	301	371	357	183	192	121
gene-SAOUHSC_02543	NC_007795.1	2340197	2340691	+	495	375	177	166	244	236	609	584	447	432	208	206	458
gene-SAOUHSC_02544	NC_007795.1	2340693	2341199	-	507	39	32	37	10	10	113	153	143	180	23	30	46
gene-SAOUHSC_02545	NC_007795.1	2341230	2342234	-	1005	48	26	23	18	16	19	19	65	66	28	28	32
gene-SAOUHSC_02546	NC_007795.1	2342404	2343009	-	606	7	19	17	9	9	17	15	28	26	5	5	4
gene-SAOUHSC_02547	NC_007795.1	2343010	2343681	-	672	37	19	37	51	55	30	36	62	71	61	63	44
gene-SAOUHSC_02549	NC_007795.1	2343695	2344477	-	783	3	0	3	0	0	4	6	3	12	2	16	2
gene-SAOUHSC_02550	NC_007795.1	2344767	2345564	+	798	58	8	9	35	24	9	9	20	20	28	28	35
gene-SAOUHSC_02551	NC_007795.1	2345736	2346506	-	771	0	4	4	0	0	0	1	2	1	4	4	11
gene-SAOUHSC_02552	NC_007795.1	2346578	2347132	-	555	6	0	0	0	0	5	3	2	4	3	15	4
gene-SAOUHSC_02553	NC_007795.1	2347253	2348194	-	942	5	4	5	0	0	6	6	11	12	22	10	8
gene-SAOUHSC_02554	NC_007795.1	2348593	2349501	-	909	1	4	4	0	0	0	2	3	1	2	1	5
gene-SAOUHSC_02557	NC_007795.1	2351097	2351987	-	891	1	0	0	0	0	0	1	0	0	0	2	1
gene-SAOUHSC_02558	NC_007795.1	2352262	2352564	+	303	0	0	0	0	0	0	0	1	1	4	4	0
gene-SAOUHSC_02559	NC_007795.1	2352578	2352988	+	411	7	0	1	1	1	1	1	0	1	0	0	0
gene-SAOUHSC_02561	NC_007795.1	2352985	2354700	+	1716	100	8	9	14	14	30	30	35	35	6	6	34
gene-SAOUHSC_02562	NC_007795.1	2354713	2355165	+	453	15	0	0	0	0	1	1	1	4	0	1	5
gene-SAOUHSC_02563	NC_007795.1	2355158	2355847	+	690	7	0	4	2	0	3	3	5	6	7	7	6
gene-SAOUHSC_02564	NC_007795.1	2355860	2356474	+	615	10	0	0	3	4	8	8	5	5	3	3	21
gene-SAOUHSC_02565	NC_007795.1	2356474	2357310	+	837	19	2	4	0	2	6	9	6	8	16	22	21
gene-SAOUHSC_02566	NC_007795.1	2357499	2357846	-	348	0	0	0	7	6	6	4	0	0	1	0	4
gene-SAOUHSC_02568	NC_007795.1	2358274	2358600	-	327	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02569	NC_007795.1	2358664	2359407	-	744	1	7	7	0	0	0	0	1	0	1	1	1
gene-SAOUHSC_02570	NC_007795.1	2359433	2361388	-	1956	7	14	16	9	4	0	1	8	9	6	7	2
gene-SAOUHSC_02571	NC_007795.1	2361998	2362801	+	804	193	45	45	28	22	177	178	160	154	71	61	85
gene-SAOUHSC_02572	NC_007795.1	2362818	2363060	-	243	13	2	2	0	1	3	4	14	18	0	0	0
gene-SAOUHSC_02573	NC_007795.1	2363234	2364634	-	1401	8	1	2	21	21	12	13	4	3	9	9	32
gene-SAOUHSC_02574	NC_007795.1	2364729	2365811	-	1083	13	0	1	8	10	7	7	1	3	1	5	7
gene-SAOUHSC_02575	NC_007795.1	2366059	2366481	+	423	0	0	0	1	0	0	0	0	0	0	1	0
gene-SAOUHSC_02576	NC_007795.1	2366718	2367218	+	501	46	8	8	0	0	59	60	46	46	18	20	63
gene-SAOUHSC_02577	NC_007795.1	2367580	2368533	+	954	489	47	51	543	560	249	257	231	236	144	152	573
gene-SAOUHSC_02579	NC_007795.1	2368625	2369749	-	1125	38	2	2	14	13	15	15	18	17	9	11	22
gene-SAOUHSC_02580	NC_007795.1	2370060	2370698	-	639	48	1	0	3	3	2	18	4	11	2	6	7
gene-SAOUHSC_A02450	NC_007795.1	2370858	2371091	-	234	0	0	0	1	1	1	0	1	1	4	4	0
gene-SAOUHSC_02581	NC_007795.1	2371319	2371792	-	474	151	42	9	191	140	60	34	89	45	80	64	178
gene-SAOUHSC_02582	NC_007795.1	2371792	2374746	-	2955	5745	831	834	1200	1041	1378	1390	1760	1767	1305	1311	666
gene-SAOUHSC_02583	NC_007795.1	2375348	2376271	-	924	590	53	56	130	130	194	197	172	172	276	274	717
gene-SAOUHSC_02584	NC_007795.1	2376428	2377225	-	798	36	2	3	20	23	9	9	16	16	11	11	13
gene-SAOUHSC_02585	NC_007795.1	2377610	2378302	+	693	38	26	26	57	56	11	12	21	21	25	27	29
gene-SAOUHSC_02587	NC_007795.1	2378949	2379686	-	738	2	7	12	10	11	3	3	9	10	5	6	9
gene-SAOUHSC_02588	NC_007795.1	2379735	2380064	+	330	1	0	0	5	5	0	0	0	0	0	1	2
gene-SAOUHSC_02589	NC_007795.1	2380509	2381381	+	873	58	14	12	38	36	8	9	19	18	15	16	64
gene-SAOUHSC_02590	NC_007795.1	2381768	2383147	-	1380	204	67	72	77	91	95	96	113	116	89	99	80
gene-SAOUHSC_02591	NC_007795.1	2383427	2383783	+	357	3	1	1	5	0	1	3	4	2	1	3	3
gene-SAOUHSC_02592	NC_007795.1	2383780	2383965	+	186	1	0	0	5	4	1	1	4	4	2	1	2
gene-SAOUHSC_02593	NC_007795.1	2384061	2384252	-	192	2	2	2	1	2	4	2	8	10	4	1	3
gene-SAOUHSC_02594	NC_007795.1	2384263	2384898	-	636	77	16	16	58	58	48	46	72	71	49	49	78
gene-SAOUHSC_02595	NC_007795.1	2384973	2385890	-	918	2	0	0	7	7	0	1	2	2	1	2	9
gene-SAOUHSC_02596	NC_007795.1	2386157	2386687	+	531	3	2	2	15	14	0	0	0	0	6	3	4
gene-SAOUHSC_02597	NC_007795.1	2386753	2388357	-	1605	20	6	5	39	35	23	24	16	15	18	19	83
gene-SAOUHSC_02599	NC_007795.1	2388687	2389451	+	765	9	0	0	9	9	0	1	5	5	0	0	9
gene-SAOUHSC_02600	NC_007795.1	2389509	2390015	-	507	0	2	2	1	0	0	0	1	0	0	1	10
gene-SAOUHSC_02603	NC_007795.1	2391720	2392289	-	570	0	4	3	6	9	1	1	0	0	2	2	11
gene-SAOUHSC_02604	NC_007795.1	2392776	2393657	-	882	570	28	28	106	111	556	542	417	413	255	252	269
gene-SAOUHSC_02605	NC_007795.1	2393768	2394889	-	1122	21	5	6	10	14	70	71	31	29	5	5	87
gene-SAOUHSC_02606	NC_007795.1	2395166	2396404	-	1239	302	6	4	144	122	11991	9883	70	56	40	40	228
gene-SAOUHSC_02607	NC_007795.1	2396404	2398065	-	1662	111	3	3	86	110	10912	13131	62	72	21	27	55
gene-SAOUHSC_02608	NC_007795.1	2398225	2399109	+	885	14	0	2	18	4	0	1	0	2	1	1	5
gene-SAOUHSC_02609	NC_007795.1	2399531	2399950	+	420	1	1	1	0	0	0	1	0	0	2	2	4
gene-SAOUHSC_02610	NC_007795.1	2400206	2401141	-	936	1033	168	168	104	102	715	719	557	558	283	283	990
gene-SAOUHSC_02611	NC_007795.1	2401431	2402690	+	1260	10	4	4	12	4	17	18	9	9	5	5	35
gene-SAOUHSC_02612	NC_007795.1	2402756	2403442	-	687	0	0	0	0	0	0	0	2	2	4	4	14
gene-SAOUHSC_02613	NC_007795.1	2403616	2404269	+	654	26	0	0	15	16	5	5	7	9	4	4	32
gene-SAOUHSC_02614	NC_007795.1	2404505	2405524	-	1020	14	0	0	9	9	7	4	0	1	3	3	19
gene-SAOUHSC_02615	NC_007795.1	2405554	2405880	-	327	3	0	0	0	0	0	0	1	0	0	0	5
gene-SAOUHSC_02616	NC_007795.1	2405929	2406114	-	186	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02618	NC_007795.1	2406098	2407330	-	1233	23	27	26	55	53	16	14	6	5	4	3	54
gene-SAOUHSC_02619	NC_007795.1	2407323	2408222	-	900	3	0	7	4	7	0	1	0	1	0	5	5
gene-SAOUHSC_02620	NC_007795.1	2408453	2409100	-	648	20	9	9	47	51	9	9	11	11	2	4	3
gene-SAOUHSC_02621	NC_007795.1	2409499	2410107	+	609	28	0	0	4	4	9	7	7	5	6	6	6
gene-SAOUHSC_02622	NC_007795.1	2410444	2411652	+	1209	1	0	3	2	4	0	3	1	2	1	2	13
gene-SAOUHSC_02623	NC_007795.1	2411700	2412749	-	1050	72	10	7	7	8	27	27	42	40	15	18	83
gene-SAOUHSC_02624	NC_007795.1	2412780	2413727	-	948	45	17	20	9	9	4	4	27	29	11	6	10
gene-SAOUHSC_02625	NC_007795.1	2413824	2414315	+	492	24	9	11	2	4	19	17	25	25	7	9	183
gene-SAOUHSC_02626	NC_007795.1	2414312	2414731	+	420	40	3	3	16	21	47	45	54	61	36	37	441
gene-SAOUHSC_02627	NC_007795.1	2414839	2415741	-	903	212	26	28	63	63	121	124	155	154	29	28	462
gene-SAOUHSC_02628	NC_007795.1	2415967	2416605	+	639	29	28	25	28	22	30	28	26	23	10	9	116
gene-SAOUHSC_02629	NC_007795.1	2416851	2418782	-	1932	6	0	1	88	102	3	4	24	21	3	3	174
gene-SAOUHSC_02630	NC_007795.1	2418795	2419442	-	648	2	0	0	52	86	4	6	2	5	0	0	29
gene-SAOUHSC_02631	NC_007795.1	2419563	2420114	+	552	17	0	8	3	20	0	15	2	8	3	23	0
gene-SAOUHSC_02634	NC_007795.1	2421661	2421789	-	129	1	0	0	0	1	0	0	0	0	0	0	0
gene-SAOUHSC_02635	NC_007795.1	2421820	2423202	-	1383	11	9	9	11	9	5	6	3	4	3	3	15
gene-SAOUHSC_02638	NC_007795.1	2424092	2425060	+	969	115	8	2	5	7	25	19	61	54	14	13	29
gene-SAOUHSC_02640	NC_007795.1	2426131	2426796	-	666	1064	76	85	8	8	259	266	414	425	125	128	312
gene-SAOUHSC_02641	NC_007795.1	2426796	2427851	-	1056	65	57	56	26	26	46	48	58	60	19	18	901
gene-SAOUHSC_02643	NC_007795.1	2427987	2428661	+	675	21	13	15	4	32	20	21	6	10	2	5	20
gene-SAOUHSC_02644	NC_007795.1	2428654	2430027	+	1374	25	8	9	27	35	10	16	7	14	22	21	69
gene-SAOUHSC_02645	NC_007795.1	2430190	2430633	+	444	1	0	0	0	0	0	1	0	0	0	0	0
gene-SAOUHSC_02646	NC_007795.1	2430630	2431085	+	456	7	1	0	7	0	6	1	3	0	3	0	9
gene-SAOUHSC_02647	NC_007795.1	2431151	2432629	-	1479	1205	221	223	473	469	894	889	799	798	606	612	1774
gene-SAOUHSC_02648	NC_007795.1	2433010	2434608	-	1599	290	237	244	926	922	208	216	345	347	163	162	1837
gene-SAOUHSC_02649	NC_007795.1	2434925	2436598	+	1674	241	30	31	148	132	88	97	127	133	127	132	768
gene-SAOUHSC_02650	NC_007795.1	2436751	2437380	-	630	102	7	8	6	6	19	20	22	19	20	22	107
gene-SAOUHSC_02651	NC_007795.1	2437694	2438209	-	516	1	9	7	61	53	2	0	3	3	0	0	1
gene-SAOUHSC_02652	NC_007795.1	2438502	2439404	+	903	82	39	29	178	136	89	74	102	93	32	32	191
gene-SAOUHSC_02653	NC_007795.1	2439450	2439785	-	336	3	7	9	0	0	16	18	15	23	0	0	26
gene-SAOUHSC_02654	NC_007795.1	2439887	2440921	-	1035	11	17	20	59	65	28	30	41	44	8	10	70
gene-SAOUHSC_02655	NC_007795.1	2440932	2441048	-	117	0	0	1	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02656	NC_007795.1	2441153	2441584	-	432	0	1	1	12	12	3	3	0	0	0	1	0
gene-SAOUHSC_02657	NC_007795.1	2441636	2441728	+	93	0	0	0	0	0	0	0	1	0	0	0	0
gene-SAOUHSC_02658	NC_007795.1	2441791	2443068	-	1278	0	0	0	0	2	0	0	2	2	0	0	10
gene-SAOUHSC_02659	NC_007795.1	2443229	2443852	+	624	5	11	12	27	27	4	4	14	14	14	16	49
gene-SAOUHSC_02660	NC_007795.1	2443898	2444842	+	945	3	2	2	6	6	21	12	1	0	3	4	30
gene-SAOUHSC_02661	NC_007795.1	2444928	2446178	-	1251	49	14	14	7	15	37	37	13	13	8	8	116
gene-SAOUHSC_02662	NC_007795.1	2446156	2446371	-	216	0	0	0	0	0	0	0	0	0	1	0	0
gene-SAOUHSC_02663	NC_007795.1	2446555	2446938	+	384	0	0	0	8	8	0	0	0	0	1	1	1
gene-SAOUHSC_02664	NC_007795.1	2448426	2450531	+	2106	79	91	88	128	129	18	27	39	49	84	101	65
gene-SAOUHSC_02665	NC_007795.1	2450602	2451024	+	423	24	8	11	43	41	16	24	44	39	27	31	65
gene-SAOUHSC_02666	NC_007795.1	2451289	2451645	+	357	1	0	0	0	1	0	1	1	0	0	0	0
gene-SAOUHSC_02667	NC_007795.1	2452049	2453326	-	1278	332	112	112	282	273	161	161	200	202	103	104	360
gene-SAOUHSC_02668	NC_007795.1	2453508	2453873	-	366	0	0	0	0	0	0	0	0	0	0	0	2
gene-SAOUHSC_02669	NC_007795.1	2454271	2454717	+	447	7	6	6	10	9	3	3	5	8	0	1	52
gene-SAOUHSC_02670	NC_007795.1	2454933	2455361	+	429	3	3	3	4	12	0	0	4	5	3	3	35
gene-SAOUHSC_02671	NC_007795.1	2455468	2456637	-	1170	14	0	0	21	24	5	4	4	4	2	2	56
gene-SAOUHSC_02674	NC_007795.1	2457900	2458640	+	741	1	1	1	0	0	3	0	0	0	2	2	3
gene-SAOUHSC_02675	NC_007795.1	2458898	2459500	-	603	34	0	0	3	8	8	8	15	16	20	22	36
gene-SAOUHSC_02676	NC_007795.1	2459574	2460608	-	1035	97	18	12	22	26	23	22	51	39	50	38	127
gene-SAOUHSC_02677	NC_007795.1	2460632	2461084	-	453	65	17	16	40	42	7	6	30	35	11	25	47
gene-SAOUHSC_02678	NC_007795.1	2461104	2461781	-	678	1	9	9	14	12	3	2	10	11	1	1	24
gene-SAOUHSC_02679	NC_007795.1	2461774	2462364	-	591	3	4	4	28	32	2	2	1	1	0	0	7
gene-SAOUHSC_02680	NC_007795.1	2462342	2463787	-	1446	46	4	8	40	56	24	29	15	15	19	22	78
gene-SAOUHSC_02681	NC_007795.1	2463891	2467580	-	3690	70	18	15	29	42	98	91	38	38	12	13	206
gene-SAOUHSC_02682	NC_007795.1	2467889	2468866	-	978	13	3	3	10	25	10	10	7	9	1	2	87
gene-SAOUHSC_02683	NC_007795.1	2468857	2469171	-	315	4	0	0	0	0	1	0	1	2	0	0	2
gene-SAOUHSC_02684	NC_007795.1	2469175	2471580	-	2406	36	0	4	35	46	20	29	13	10	18	23	34
gene-SAOUHSC_02685	NC_007795.1	2471646	2472377	-	732	2	1	0	0	0	1	1	3	2	4	4	8
gene-SAOUHSC_02686	NC_007795.1	2472607	2473143	-	537	0	0	0	0	0	0	0	0	0	0	1	0
gene-SAOUHSC_02687	NC_007795.1	2473376	2474200	-	825	53	8	8	0	3	3	3	1	1	4	4	4
gene-SAOUHSC_02688	NC_007795.1	2474417	2474599	-	183	8	0	0	0	0	2	2	0	0	0	1	0
gene-SAOUHSC_02689	NC_007795.1	2474683	2475150	-	468	5	2	11	0	1	0	0	0	2	3	6	0
gene-SAOUHSC_02690	NC_007795.1	2475336	2476886	-	1551	3	1	1	9	11	0	1	2	2	2	1	1
gene-SAOUHSC_02691	NC_007795.1	2477181	2477447	-	267	0	0	1	0	0	0	0	12	12	0	0	0
gene-SAOUHSC_02692	NC_007795.1	2477447	2477698	-	252	0	0	0	0	0	0	1	0	0	0	0	0
gene-SAOUHSC_02693	NC_007795.1	2477863	2477964	-	102	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02694	NC_007795.1	2477971	2478570	-	600	16	0	0	46	44	12	7	40	18	17	9	39
gene-SAOUHSC_02695	NC_007795.1	2478589	2478939	-	351	8	2	3	5	13	8	8	15	26	4	11	9
gene-SAOUHSC_02696	NC_007795.1	2479206	2480456	+	1251	11	5	6	18	26	3	3	3	3	3	6	74
gene-SAOUHSC_02697	NC_007795.1	2480553	2481284	-	732	365	73	63	213	121	269	232	373	330	249	238	476
gene-SAOUHSC_02698	NC_007795.1	2481281	2482000	-	720	255	36	52	31	15	325	363	297	385	132	191	656
gene-SAOUHSC_02699	NC_007795.1	2481981	2482760	-	780	32	12	16	60	40	20	34	11	27	4	20	39
gene-SAOUHSC_02700	NC_007795.1	2482881	2484239	-	1359	59	11	8	57	84	79	79	40	42	50	52	68
gene-SAOUHSC_02701	NC_007795.1	2484250	2484393	-	144	2	0	0	0	7	1	2	0	4	0	1	0
gene-SAOUHSC_02702	NC_007795.1	2484494	2484598	+	105	1	0	0	0	0	2	2	5	3	1	1	0
gene-SAOUHSC_02703	NC_007795.1	2484752	2485438	-	687	12	6	6	6	7	6	4	8	9	5	6	35
gene-SAOUHSC_02704	NC_007795.1	2485765	2486631	-	867	9	1	1	19	18	2	4	3	4	1	2	86
gene-SAOUHSC_02705	NC_007795.1	2487184	2487288	-	105	0	0	0	5	0	0	0	0	0	0	0	0
gene-SAOUHSC_02706	NC_007795.1	2487383	2488693	+	1311	9	1	0	10	18	0	1	1	2	6	7	105
gene-SAOUHSC_02708	NC_007795.1	2489229	2490158	+	930	11	7	7	20	20	23	19	22	21	24	28	226
gene-SAOUHSC_02709	NC_007795.1	2490726	2491673	+	948	7	0	1	49	57	12	13	1	2	37	40	32
gene-SAOUHSC_02710	NC_007795.1	2491675	2492652	+	978	28	6	6	61	50	15	20	15	16	93	95	49
gene-SAOUHSC_02711	NC_007795.1	2492704	2493171	-	468	0	0	0	0	1	0	0	0	2	2	1	0
gene-SAOUHSC_02712	NC_007795.1	2493182	2493874	-	693	0	0	1	2	3	0	1	4	8	1	2	2
gene-SAOUHSC_02713	NC_007795.1	2493885	2495000	-	1116	9	2	3	65	77	6	8	8	9	6	10	11
gene-SAOUHSC_02714	NC_007795.1	2494978	2495985	-	1008	1	0	0	13	2	1	5	2	2	1	2	4
gene-SAOUHSC_02715	NC_007795.1	2495987	2497345	-	1359	4	1	3	37	33	0	0	1	1	3	6	11
gene-SAOUHSC_02716	NC_007795.1	2497323	2498009	-	687	1	0	0	3	4	3	4	0	0	0	0	11
gene-SAOUHSC_A02577	NC_007795.1	2498063	2498230	-	168	0	0	0	0	2	0	1	0	0	0	2	0
gene-SAOUHSC_02717	NC_007795.1	2498230	2498373	-	144	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02718	NC_007795.1	2498461	2500194	-	1734	0	0	2	0	1	4	7	0	0	0	0	1
gene-SAOUHSC_02719	NC_007795.1	2500219	2501982	-	1764	1	0	1	1	5	0	2	0	1	0	3	4
gene-SAOUHSC_02720	NC_007795.1	2502476	2502583	-	108	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_02721	NC_007795.1	2502610	2502717	-	108	9	0	0	0	0	16	16	4	4	3	4	5
gene-SAOUHSC_02722	NC_007795.1	2502851	2503237	-	387	7	7	8	11	6	8	8	9	7	22	22	0
gene-SAOUHSC_02723	NC_007795.1	2503505	2504647	+	1143	1206	164	239	272	240	452	512	292	389	217	265	967
gene-SAOUHSC_02724	NC_007795.1	2504707	2505366	+	660	45	173	69	43	22	213	23	173	26	113	49	633
gene-SAOUHSC_02725	NC_007795.1	2505548	2506759	+	1212	228	53	52	72	75	101	100	163	161	54	53	336
